RS_GCF_000196655.1	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__;s__
GB_GCA_000830315.1	d__Archaea;p__Woesearchaeota_2;c__;o__;f__;g__;s__
GB_GCA_001543015.1	d__Archaea;p__Thaumarchaeota;c__Nitrosophaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__
U_74495	d__Archaea;p__;c__;o__;f__;g__;s__
RS_GCF_000025665.1	d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__{undefined Euryarchaeota order};f__{undefined Euryarchaeota family};g__Aciduliprofundum;s__
RS_GCF_000815385.1	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Haloarcula;s__
GB_GCA_001508455.1	d__Archaea;p__Euryarchaeota;c__Methanomicrobia_1;o__Methanomicrobiales;f__Methanocorpusculaceae;g__;s__
GB_GCA_000484975.1	d__Archaea;p__Thaumarchaeota;c__Nitrosophaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__
U_77047	d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Thermoplasmatales;f__Ferroplasmaceae;g__;s__
U_67238	d__Archaea;p__Euryarchaeota;c__Marine group;o__Marine group II;f__;g__;s__
RS_GCF_000017165.1	d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus;s__
RS_GCF_000493245.1	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Natrinema;s__
U_67233	d__Archaea;p__Euryarchaeota;c__Marine group;o__Marine group II;f__;g__;s__
GB_GCA_000145985.1	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__;s__
RS_GCF_001315945.1	d__Archaea;p__Euryarchaeota;c__Methanomicrobia_1;o__Methanomicrobiales;f__Methanomicrobiaceae;g__;s__
GB_GCA_001315905.1	d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus peptonophilus
U_67237	d__Archaea;p__Euryarchaeota;c__Marine group;o__Marine group II;f__;g__;s__
U_67236	d__Archaea;p__Euryarchaeota;c__Marine group;o__Marine group II;f__;g__;s__
U_67234	d__Archaea;p__Euryarchaeota;c__Marine group;o__Marine group II;f__;g__;s__
U_75623	d__Archaea;p__Euryarchaeota;c__Marine group;o__Marine group II;f__;g__;s__
U_67785	d__Archaea;p__Euryarchaeota;c__Marine group;o__Marine group II;f__;g__;s__
RS_GCF_000320505.1	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__
GB_GCA_000398565.1	d__Archaea;p__Aigarchaeota;c__;o__;f__;g__;s__
RS_GCF_000337235.1	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Natronorubrum;s__Natronorubrum tibetense
GB_GCA_000806015.1	d__Archaea;p__Pacearchaeota;c__;o__;f__;g__;s__
RS_GCF_001316065.1	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales_2;f__Desulfurococcaceae_1;g__Aeropyrum;s__
GB_GCA_001627095.1	d__Archaea;p__Thaumarchaeota;c__Nitrosophaeria;o__Nitrosopumilales;f__{undefined Thamarchaeota family};g__Candidatus Nitrosopelagicus;s__
GB_GCA_000192615.1	d__Archaea;p__Parvarchaeota;c__;o__;f__;g__;s__
U_73534	d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__;s__
RS_GCF_000023985.1	d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__
GB_GCA_000565255.1	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__;s__
GB_GCA_001563335.1	d__Archaea;p__Thorarchaeota;c__;o__;f__;g__;s__
GB_GCA_000495735.1	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Acidilobales;f__Acidilobaceae;g__Acidilobus;s__
RS_GCF_000191585.1	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__
GB_GCA_001368915.1	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__Haloferax;s__
U_75543	d__Archaea;p__Euryarchaeota;c__Marine group;o__Marine group II;f__;g__;s__
RS_GCF_000337055.1	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum distributum
RS_GCF_000217995.1	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__;s__
U_75935	d__Archaea;p__Euryarchaeota;c__Marine group;o__Marine group II;f__;g__;s__
GB_GCA_000398505.1	d__Archaea;p__Aigarchaeota;c__;o__;f__;g__;s__
RS_GCF_000204925.1	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__
GB_GCA_000415945.1	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__;s__
RS_GCF_000427685.1	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__;s__
U_77689	d__Archaea;p__Euryarchaeota;c__Marine group;o__Marine group II;f__;g__;s__
U_77685	d__Archaea;p__Euryarchaeota;c__Marine group;o__Marine group II;f__;g__;s__
RS_GCF_000337435.1	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__Halorubrum;s__
GB_GCA_000349685.1	d__Archaea;p__Euryarchaeota;c__;o__;f__;g__;s__
GB_GCA_000494085.1	d__Archaea;p__Woesearchaeota_2;c__;o__;f__;g__;s__
GB_GCA_001603225.1	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosaetaceae;g__Methanosaeta;s__
GB_GCA_001516585.1	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Thermocladium;s__
GB_GCA_001587715.1	d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__;g__;s__
RS_GCF_000336695.1	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales_1;f__Halobacteriaceae_1;g__Halococcus;s__
RS_GCF_000092185.1	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__;s__
U_74135	d__Archaea;p__Euryarchaeota;c__Marine group;o__Marine group III;f__;g__;s__
GB_GCA_001515805.1	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Caldivirga;s__
RS_GCF_000376965.1	d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__;s__
U_72107	d__Archaea;p__Parvarchaeota;c__;o__;f__;g__;s__
U_72106	d__Archaea;p__Parvarchaeota;c__;o__;f__;g__;s__
RS_GCF_000337075.1	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__Halorubrum;s__
RS_GCF_000328685.1	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Natronococcus;s__
GB_GCA_000399825.1	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__YNPFFA;f__;g__;s__
RS_GCF_000242875.2	d__Archaea;p__Thaumarchaeota;c__Nitrosophaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__
RS_GCF_001316025.1	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Vulcanisaeta;s__
U_73407	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosaetaceae;g__Methanosaeta;s__
RS_GCF_000230735.2	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Natrinema;s__Natrinema pellirubrum
U_71133	d__Archaea;p__Euryarchaeota;c__Methanomicrobia_1;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanolinea;s__
GB_GCA_001564035.1	d__Archaea;p__Nanohaloarchaeota;c__Nanohaloarchaea;o__;f__;g__;s__
U_74845	d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__;s__
GB_GCA_001587695.1	d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__;g__;s__
GB_GCA_001563905.1	d__Archaea;p__Nanohaloarchaeota;c__Nanohaloarchaea;o__;f__;g__;s__
RS_GCF_001418715.1	d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__
RS_GCF_000022385.1	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__Sulfolobus islandicus
U_69496	d__Archaea;p__Euryarchaeota;c__Methanomicrobia_1;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__
RS_GCF_001190965.1	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__Haloferax;s__Haloferax gibbonsii
GB_GCA_000960885.1	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Thermoproteus;s__
GB_GCA_000484955.1	d__Archaea;p__Thaumarchaeota;c__Nitrosophaeria;o__Nitrosopumilales;f__{undefined Thamarchaeota family};g__;s__
GB_GCA_000204585.1	d__Archaea;p__Thaumarchaeota;c__Nitrosophaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Candidatus Nitrosoarchaeum;s__Candidatus Nitrosoarchaeum limnia
RS_GCF_000017185.1	d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__;s__
U_65880	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__
U_74249	d__Archaea;p__Euryarchaeota;c__Methanomicrobia_1;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__
U_65884	d__Archaea;p__Euryarchaeota;c__;o__;f__;g__;s__
RS_GCF_000337135.1	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Natrialba;s__
U_67167	d__Archaea;p__Euryarchaeota;c__Marine group;o__Marine group II;f__;g__;s__
RS_GCF_000789255.1	d__Archaea;p__Euryarchaeota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Geoglobus;s__
RS_GCF_001484685.1	d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus_1;s__
RS_GCF_000015825.1	d__Archaea;p__Euryarchaeota;c__Methanomicrobia_1;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__
U_70035	d__Archaea;p__Thaumarchaeota;c__Nitrosophaeria;o__Nitrosopumilales;f__{undefined Thamarchaeota family};g__;s__
U_70034	d__Archaea;p__Thaumarchaeota;c__Nitrosophaeria;o__Nitrosopumilales;f__{undefined Thamarchaeota family};g__;s__
U_77869	d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Thermoplasmatales;f__;g__;s__
RS_GCF_001485575.1	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Haloarcula;s__
GB_GCA_001564005.1	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__Halorubrum;s__
U_70030	d__Archaea;p__Thaumarchaeota;c__Nitrosophaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__
U_70033	d__Archaea;p__Thaumarchaeota;c__Nitrosophaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__
U_73268	d__Archaea;p__Thaumarchaeota;c__Nitrosophaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__
U_65865	d__Archaea;p__Euryarchaeota;c__Marine group;o__Marine group II;f__;g__;s__
RS_GCF_000006175.1	d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanococcus;s__
GB_GCA_001593925.1	d__Archaea;p__Bathyarchaeota;c__;o__;f__;g__;s__
U_67730	d__Archaea;p__Euryarchaeota;c__Marine group;o__Marine group II;f__;g__;s__
U_65863	d__Archaea;p__Euryarchaeota;c__Marine group;o__Marine group II;f__;g__;s__
U_68724	d__Archaea;p__Euryarchaeota;c__Marine group;o__Marine group II;f__;g__;s__
GB_GCA_000805915.1	d__Archaea;p__Pacearchaeota;c__;o__;f__;g__;s__
GB_GCA_000806075.1	d__Archaea;p__Woesearchaeota;c__;o__;f__;g__;s__
U_66601	d__Archaea;p__Euryarchaeota;c__;o__;f__;g__;s__
U_65906	d__Archaea;p__Euryarchaeota;c__Marine group;o__Marine group II;f__;g__;s__
RS_GCF_001316045.1	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__
U_67739	d__Archaea;p__Euryarchaeota;c__Marine group;o__Marine group II;f__;g__;s__
GB_GCA_000494145.1	d__Archaea;p__Aigarchaeota;c__;o__;f__;g__;s__
U_71044	d__Archaea;p__Thaumarchaeota;c__Nitrosophaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__
GB_GCA_001563325.1	d__Archaea;p__Thorarchaeota;c__;o__;f__;g__;s__
GB_GCA_001563305.1	d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__;s__
GB_GCA_000008085.1	d__Archaea;p__Nanoarchaeota;c__;o__;f__;g__;s__
U_72611	d__Archaea;p__Euryarchaeota;c__Methanomicrobia_1;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__
U_75756	d__Archaea;p__Parvarchaeota;c__;o__;f__;g__;s__
RS_GCF_000300255.2	d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Candidatus Methanomethylophilus;s__
RS_GCF_001469865.1	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__Haloferax;s__
U_75616	d__Archaea;p__Euryarchaeota;c__Marine group;o__Marine group II;f__;g__;s__
U_75617	d__Archaea;p__Euryarchaeota;c__Marine group;o__Marine group II;f__;g__;s__
RS_GCF_000328945.1	d__Archaea;p__Thaumarchaeota;c__Nitrosophaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__
U_75759	d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Thermoplasmatales;f__;g__;s__
GB_GCA_000806035.1	d__Archaea;p__Diapherotrites;c__;o__;f__;g__;s__
RS_GCF_000337455.1	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__;s__
U_65861	d__Archaea;p__Euryarchaeota;c__Marine group;o__Marine group II;f__;g__;s__
GB_GCA_000496135.1	d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Thermoplasmatales;f__;g__;s__
RS_GCF_000970185.1	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina mazei
RS_GCF_000211475.1	d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Pyrococcus;s__
U_68549	d__Archaea;p__;c__;o__;f__;g__;s__
U_68540	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Vulcanisaeta;s__
U_68541	d__Archaea;p__Thaumarchaeota;c__;o__;f__;g__;s__
U_68542	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Metallosphaera;s__
U_68543	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Thermocladium;s__
GB_GCA_000484935.1	d__Archaea;p__Thaumarchaeota;c__Nitrosophaeria;o__Nitrosopumilales;f__{undefined Thamarchaeota family};g__;s__
U_68545	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Sulfolobales;f__Sulfolobaceae;g__Sulfolobus;s__
U_72442	d__Archaea;p__Euryarchaeota;c__Methanomicrobia_1;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__
U_66693	d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__;s__
RS_GCF_001280425.1	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Haloarcula;s__
RS_GCF_000734035.1	d__Archaea;p__Euryarchaeota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__Archaeoglobus fulgidus
GB_GCA_001564285.1	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__;s__
U_66698	d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__;s__
GB_GCA_000328525.1	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Halovivax;s__
RS_GCF_000517625.1	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Halostagnicola;s__
GB_GCA_900025055.1	d__Archaea;p__Euryarchaeota;c__Methanomicrobia_1;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__
GB_GCA_001563965.1	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__;s__
U_68871	d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__;f__;g__;s__
GB_GCA_001421185.1	d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus;s__
RS_GCF_000214725.1	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__
U_72723	d__Archaea;p__Euryarchaeota;c__Methanomicrobia_1;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanoculleus;s__
RS_GCF_000739575.1	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Haloferacales;f__Haloferacaceae;g__;s__
RS_GCF_000746075.1	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__
U_77658	d__Archaea;p__Euryarchaeota;c__Marine group;o__Marine group II;f__;g__;s__
U_77659	d__Archaea;p__Euryarchaeota;c__Marine group;o__Marine group II;f__;g__;s__
RS_GCF_001481295.1	d__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Candidatus Methanomethylophilus;s__
U_66094	d__Archaea;p__Euryarchaeota;c__Marine group;o__Marine group II;f__;g__;s__
RS_GCF_000023965.1	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halomicrobium;s__
RS_GCF_000231015.2	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;f__Desulfurococcaceae;g__Desulfurococcus;s__
GB_GCA_001628455.1	d__Archaea;p__Euryarchaeota;c__Marine group;o__Marine group II;f__;g__;s__
RS_GCF_000024625.1	d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanocaldococcaceae;g__Methanocaldococcus;s__
GB_GCA_001315925.1	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Thermoproteales;f__Thermoproteaceae;g__Thermocladium;s__
RS_GCF_000970285.1	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina horonobensis
RS_GCF_001488575.1	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales_2;f__Halobacteriaceae_2;g__Halobacterium;s__
RS_GCF_000337875.1	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Natrialba;s__Natrialba magadii
U_75870	d__Archaea;p__Thaumarchaeota;c__Nitrosophaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__
GB_GCA_000494205.1	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__YNPFFA;f__;g__;s__
RS_GCF_000302455.1	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium;s__
U_76302	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__;s__
RS_GCF_000337775.1	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Haloarcula;s__
U_67265	d__Archaea;p__Euryarchaeota;c__Marine group;o__Marine group II;f__;g__;s__
GB_GCA_000495715.1	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Acidilobales;f__Acidilobaceae;g__Acidilobus;s__
GB_GCA_001437625.1	d__Archaea;p__Thaumarchaeota;c__Nitrosophaeria;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Nitrosopumilus;s__
GB_GCA_001629165.1	d__Archaea;p__Euryarchaeota;c__Marine group;o__Marine group II;f__;g__;s__
GB_GCA_000220375.1	d__Archaea;p__Nanohaloarchaeota;c__Nanohaloarchaea;o__;f__;g__;s__
RS_GCF_000337755.1	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Haloarcula;s__
